Country,Cases,year,month,day,quarter,date,year_month
Singapore,4.0,2021,2,23,1,2021-02-23 00:00:00+00:00,2021-02
Singapore,7.0,2021,2,24,1,2021-02-24 00:00:00+00:00,2021-02
Singapore,10.0,2021,2,25,1,2021-02-25 00:00:00+00:00,2021-02
Singapore,13.0,2021,2,26,1,2021-02-26 00:00:00+00:00,2021-02
Singapore,12.0,2021,2,27,1,2021-02-27 00:00:00+00:00,2021-02
Singapore,11.0,2021,2,28,1,2021-02-28 00:00:00+00:00,2021-02
Singapore,12.0,2021,3,1,1,2021-03-01 00:00:00+00:00,2021-03
Singapore,8.0,2021,3,2,1,2021-03-02 00:00:00+00:00,2021-03
Singapore,23.0,2021,3,3,1,2021-03-03 00:00:00+00:00,2021-03
Singapore,19.0,2021,3,4,1,2021-03-04 00:00:00+00:00,2021-03
Singapore,9.0,2021,3,5,1,2021-03-05 00:00:00+00:00,2021-03
Singapore,13.0,2021,3,6,1,2021-03-06 00:00:00+00:00,2021-03
Singapore,13.0,2021,3,7,1,2021-03-07 00:00:00+00:00,2021-03
Singapore,13.0,2021,3,8,1,2021-03-08 00:00:00+00:00,2021-03
Singapore,6.0,2021,3,9,1,2021-03-09 00:00:00+00:00,2021-03
Singapore,10.0,2021,3,10,1,2021-03-10 00:00:00+00:00,2021-03
Singapore,8.0,2021,3,11,1,2021-03-11 00:00:00+00:00,2021-03
Singapore,10.0,2021,3,12,1,2021-03-12 00:00:00+00:00,2021-03
Singapore,8.0,2021,3,13,1,2021-03-13 00:00:00+00:00,2021-03
Singapore,17.0,2021,3,14,1,2021-03-14 00:00:00+00:00,2021-03
Singapore,12.0,2021,3,15,1,2021-03-15 00:00:00+00:00,2021-03
Singapore,11.0,2021,3,16,1,2021-03-16 00:00:00+00:00,2021-03
Singapore,9.0,2021,3,17,1,2021-03-17 00:00:00+00:00,2021-03
Singapore,15.0,2021,3,18,1,2021-03-18 00:00:00+00:00,2021-03
Singapore,15.0,2021,3,19,1,2021-03-19 00:00:00+00:00,2021-03
Singapore,17.0,2021,3,20,1,2021-03-20 00:00:00+00:00,2021-03
Singapore,12.0,2021,3,21,1,2021-03-21 00:00:00+00:00,2021-03
Singapore,12.0,2021,3,22,1,2021-03-22 00:00:00+00:00,2021-03
Singapore,13.0,2021,3,23,1,2021-03-23 00:00:00+00:00,2021-03
Singapore,15.0,2021,3,24,1,2021-03-24 00:00:00+00:00,2021-03
Singapore,17.0,2021,3,25,1,2021-03-25 00:00:00+00:00,2021-03
Singapore,12.0,2021,3,26,1,2021-03-26 00:00:00+00:00,2021-03
Singapore,23.0,2021,3,27,1,2021-03-27 00:00:00+00:00,2021-03
Singapore,12.0,2021,3,28,1,2021-03-28 00:00:00+00:00,2021-03
Singapore,21.0,2021,3,29,1,2021-03-29 00:00:00+00:00,2021-03
Singapore,26.0,2021,3,30,1,2021-03-30 00:00:00+00:00,2021-03
Singapore,34.0,2021,3,31,1,2021-03-31 00:00:00+00:00,2021-03
Singapore,26.0,2021,4,1,2,2021-04-01 00:00:00+00:00,2021-04
Singapore,43.0,2021,4,2,2,2021-04-02 00:00:00+00:00,2021-04
Singapore,18.0,2021,4,3,2,2021-04-03 00:00:00+00:00,2021-04
Singapore,10.0,2021,4,4,2,2021-04-04 00:00:00+00:00,2021-04
Singapore,17.0,2021,4,5,2,2021-04-05 00:00:00+00:00,2021-04
Singapore,24.0,2021,4,6,2,2021-04-06 00:00:00+00:00,2021-04
Singapore,35.0,2021,4,7,2,2021-04-07 00:00:00+00:00,2021-04
Singapore,21.0,2021,4,8,2,2021-04-08 00:00:00+00:00,2021-04
Singapore,26.0,2021,4,9,2,2021-04-09 00:00:00+00:00,2021-04
Singapore,32.0,2021,4,10,2,2021-04-10 00:00:00+00:00,2021-04
Singapore,20.0,2021,4,11,2,2021-04-11 00:00:00+00:00,2021-04
Singapore,25.0,2021,4,12,2,2021-04-12 00:00:00+00:00,2021-04
Singapore,14.0,2021,4,13,2,2021-04-13 00:00:00+00:00,2021-04
Singapore,27.0,2021,4,14,2,2021-04-14 00:00:00+00:00,2021-04
Singapore,16.0,2021,4,15,2,2021-04-15 00:00:00+00:00,2021-04
Singapore,34.0,2021,4,16,2,2021-04-16 00:00:00+00:00,2021-04
Singapore,39.0,2021,4,17,2,2021-04-17 00:00:00+00:00,2021-04
Singapore,23.0,2021,4,18,2,2021-04-18 00:00:00+00:00,2021-04
Singapore,20.0,2021,4,19,2,2021-04-19 00:00:00+00:00,2021-04
Singapore,14.0,2021,4,20,2,2021-04-20 00:00:00+00:00,2021-04
Singapore,15.0,2021,4,21,2,2021-04-21 00:00:00+00:00,2021-04
Singapore,24.0,2021,4,22,2,2021-04-22 00:00:00+00:00,2021-04
Singapore,39.0,2021,4,23,2,2021-04-23 00:00:00+00:00,2021-04
Singapore,23.0,2021,4,24,2,2021-04-24 00:00:00+00:00,2021-04
Singapore,40.0,2021,4,25,2,2021-04-25 00:00:00+00:00,2021-04
Singapore,45.0,2021,4,26,2,2021-04-26 00:00:00+00:00,2021-04
Singapore,12.0,2021,4,27,2,2021-04-27 00:00:00+00:00,2021-04
Singapore,23.0,2021,4,28,2,2021-04-28 00:00:00+00:00,2021-04
Singapore,35.0,2021,4,29,2,2021-04-29 00:00:00+00:00,2021-04
Singapore,24.0,2021,4,30,2,2021-04-30 00:00:00+00:00,2021-04
Singapore,34.0,2021,5,1,2,2021-05-01 00:00:00+00:00,2021-05
Singapore,39.0,2021,5,2,2,2021-05-02 00:00:00+00:00,2021-05
Singapore,17.0,2021,5,3,2,2021-05-03 00:00:00+00:00,2021-05
Singapore,17.0,2021,5,4,2,2021-05-04 00:00:00+00:00,2021-05
Singapore,16.0,2021,5,5,2,2021-05-05 00:00:00+00:00,2021-05
Singapore,18.0,2021,5,6,2,2021-05-06 00:00:00+00:00,2021-05
Singapore,25.0,2021,5,7,2,2021-05-07 00:00:00+00:00,2021-05
Singapore,20.0,2021,5,8,2,2021-05-08 00:00:00+00:00,2021-05
Singapore,28.0,2021,5,9,2,2021-05-09 00:00:00+00:00,2021-05
Singapore,19.0,2021,5,10,2,2021-05-10 00:00:00+00:00,2021-05
Singapore,25.0,2021,5,11,2,2021-05-11 00:00:00+00:00,2021-05
Singapore,16.0,2021,5,12,2,2021-05-12 00:00:00+00:00,2021-05
Singapore,34.0,2021,5,13,2,2021-05-13 00:00:00+00:00,2021-05
Singapore,52.0,2021,5,14,2,2021-05-14 00:00:00+00:00,2021-05
Singapore,31.0,2021,5,15,2,2021-05-15 00:00:00+00:00,2021-05
Singapore,49.0,2021,5,16,2,2021-05-16 00:00:00+00:00,2021-05
Singapore,28.0,2021,5,17,2,2021-05-17 00:00:00+00:00,2021-05
Singapore,38.0,2021,5,18,2,2021-05-18 00:00:00+00:00,2021-05
Singapore,38.0,2021,5,19,2,2021-05-19 00:00:00+00:00,2021-05
Singapore,41.0,2021,5,20,2,2021-05-20 00:00:00+00:00,2021-05
Singapore,40.0,2021,5,21,2,2021-05-21 00:00:00+00:00,2021-05
Singapore,29.0,2021,5,22,2,2021-05-22 00:00:00+00:00,2021-05
Singapore,25.0,2021,5,23,2,2021-05-23 00:00:00+00:00,2021-05
Singapore,36.0,2021,5,24,2,2021-05-24 00:00:00+00:00,2021-05
Singapore,30.0,2021,5,25,2,2021-05-25 00:00:00+00:00,2021-05
Singapore,26.0,2021,5,26,2,2021-05-26 00:00:00+00:00,2021-05
Singapore,24.0,2021,5,27,2,2021-05-27 00:00:00+00:00,2021-05
Singapore,30.0,2021,5,28,2,2021-05-28 00:00:00+00:00,2021-05
Singapore,33.0,2021,5,29,2,2021-05-29 00:00:00+00:00,2021-05
Singapore,25.0,2021,5,30,2,2021-05-30 00:00:00+00:00,2021-05
Singapore,23.0,2021,5,31,2,2021-05-31 00:00:00+00:00,2021-05
Singapore,18.0,2021,6,1,2,2021-06-01 00:00:00+00:00,2021-06
Singapore,31.0,2021,6,2,2,2021-06-02 00:00:00+00:00,2021-06
Singapore,45.0,2021,6,3,2,2021-06-03 00:00:00+00:00,2021-06
Singapore,13.0,2021,6,4,2,2021-06-04 00:00:00+00:00,2021-06
Singapore,18.0,2021,6,5,2,2021-06-05 00:00:00+00:00,2021-06
Singapore,20.0,2021,6,6,2,2021-06-06 00:00:00+00:00,2021-06
Singapore,14.0,2021,6,7,2,2021-06-07 00:00:00+00:00,2021-06
Singapore,9.0,2021,6,8,2,2021-06-08 00:00:00+00:00,2021-06
Singapore,4.0,2021,6,9,2,2021-06-09 00:00:00+00:00,2021-06
Singapore,13.0,2021,6,10,2,2021-06-10 00:00:00+00:00,2021-06
Singapore,9.0,2021,6,11,2,2021-06-11 00:00:00+00:00,2021-06
Singapore,18.0,2021,6,12,2,2021-06-12 00:00:00+00:00,2021-06
Singapore,13.0,2021,6,13,2,2021-06-13 00:00:00+00:00,2021-06
Singapore,25.0,2021,6,14,2,2021-06-14 00:00:00+00:00,2021-06
Singapore,14.0,2021,6,15,2,2021-06-15 00:00:00+00:00,2021-06
Singapore,24.0,2021,6,16,2,2021-06-16 00:00:00+00:00,2021-06
Singapore,27.0,2021,6,17,2,2021-06-17 00:00:00+00:00,2021-06
Singapore,16.0,2021,6,18,2,2021-06-18 00:00:00+00:00,2021-06
Singapore,21.0,2021,6,19,2,2021-06-19 00:00:00+00:00,2021-06
Singapore,11.0,2021,6,20,2,2021-06-20 00:00:00+00:00,2021-06
Singapore,16.0,2021,6,21,2,2021-06-21 00:00:00+00:00,2021-06
Singapore,18.0,2021,6,22,2,2021-06-22 00:00:00+00:00,2021-06
Singapore,22.0,2021,6,23,2,2021-06-23 00:00:00+00:00,2021-06
Singapore,23.0,2021,6,24,2,2021-06-24 00:00:00+00:00,2021-06
Singapore,20.0,2021,6,25,2,2021-06-25 00:00:00+00:00,2021-06
Singapore,17.0,2021,6,26,2,2021-06-26 00:00:00+00:00,2021-06
Singapore,14.0,2021,6,27,2,2021-06-27 00:00:00+00:00,2021-06
Singapore,9.0,2021,6,28,2,2021-06-28 00:00:00+00:00,2021-06
Singapore,10.0,2021,6,29,2,2021-06-29 00:00:00+00:00,2021-06
Singapore,16.0,2021,6,30,2,2021-06-30 00:00:00+00:00,2021-06
Singapore,10.0,2021,7,1,3,2021-07-01 00:00:00+00:00,2021-07
Singapore,10.0,2021,7,2,3,2021-07-02 00:00:00+00:00,2021-07
Singapore,7.0,2021,7,3,3,2021-07-03 00:00:00+00:00,2021-07
Singapore,11.0,2021,7,4,3,2021-07-04 00:00:00+00:00,2021-07
Singapore,13.0,2021,7,5,3,2021-07-05 00:00:00+00:00,2021-07
Singapore,10.0,2021,7,6,3,2021-07-06 00:00:00+00:00,2021-07
Singapore,12.0,2021,7,7,3,2021-07-07 00:00:00+00:00,2021-07
Singapore,16.0,2021,7,8,3,2021-07-08 00:00:00+00:00,2021-07
Singapore,10.0,2021,7,9,3,2021-07-09 00:00:00+00:00,2021-07
Singapore,6.0,2021,7,10,3,2021-07-10 00:00:00+00:00,2021-07
Singapore,8.0,2021,7,11,3,2021-07-11 00:00:00+00:00,2021-07
Singapore,26.0,2021,7,12,3,2021-07-12 00:00:00+00:00,2021-07
Singapore,26.0,2021,7,13,3,2021-07-13 00:00:00+00:00,2021-07
Singapore,60.0,2021,7,14,3,2021-07-14 00:00:00+00:00,2021-07
Singapore,48.0,2021,7,15,3,2021-07-15 00:00:00+00:00,2021-07
Singapore,61.0,2021,7,16,3,2021-07-16 00:00:00+00:00,2021-07
Singapore,68.0,2021,7,17,3,2021-07-17 00:00:00+00:00,2021-07
Singapore,92.0,2021,7,18,3,2021-07-18 00:00:00+00:00,2021-07
Singapore,172.0,2021,7,19,3,2021-07-19 00:00:00+00:00,2021-07
Singapore,195.0,2021,7,20,3,2021-07-20 00:00:00+00:00,2021-07
Singapore,181.0,2021,7,21,3,2021-07-21 00:00:00+00:00,2021-07
Singapore,170.0,2021,7,22,3,2021-07-22 00:00:00+00:00,2021-07
Singapore,133.0,2021,7,23,3,2021-07-23 00:00:00+00:00,2021-07
Singapore,130.0,2021,7,24,3,2021-07-24 00:00:00+00:00,2021-07
Singapore,125.0,2021,7,25,3,2021-07-25 00:00:00+00:00,2021-07
Singapore,135.0,2021,7,26,3,2021-07-26 00:00:00+00:00,2021-07
Singapore,139.0,2021,7,27,3,2021-07-27 00:00:00+00:00,2021-07
Singapore,136.0,2021,7,28,3,2021-07-28 00:00:00+00:00,2021-07
Singapore,133.0,2021,7,29,3,2021-07-29 00:00:00+00:00,2021-07
Singapore,139.0,2021,7,30,3,2021-07-30 00:00:00+00:00,2021-07
Thailand,0.0,2020,1,22,1,2020-01-22 00:00:00+00:00,2020-01
Thailand,0.0,2020,1,23,1,2020-01-23 00:00:00+00:00,2020-01
Thailand,1.0,2020,1,24,1,2020-01-24 00:00:00+00:00,2020-01
Thailand,1.0,2020,1,25,1,2020-01-25 00:00:00+00:00,2020-01
Thailand,2.0,2020,1,26,1,2020-01-26 00:00:00+00:00,2020-01
Thailand,0.0,2020,1,27,1,2020-01-27 00:00:00+00:00,2020-01
Thailand,6.0,2020,1,28,1,2020-01-28 00:00:00+00:00,2020-01
Thailand,0.0,2020,1,29,1,2020-01-29 00:00:00+00:00,2020-01
Thailand,0.0,2020,1,30,1,2020-01-30 00:00:00+00:00,2020-01
Thailand,5.0,2020,1,31,1,2020-01-31 00:00:00+00:00,2020-01
Thailand,0.0,2020,2,1,1,2020-02-01 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,2,1,2020-02-02 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,3,1,2020-02-03 00:00:00+00:00,2020-02
Thailand,6.0,2020,2,4,1,2020-02-04 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,5,1,2020-02-05 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,6,1,2020-02-06 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,7,1,2020-02-07 00:00:00+00:00,2020-02
Thailand,7.0,2020,2,8,1,2020-02-08 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,9,1,2020-02-09 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,10,1,2020-02-10 00:00:00+00:00,2020-02
Thailand,1.0,2020,2,11,1,2020-02-11 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,12,1,2020-02-12 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,13,1,2020-02-13 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,14,1,2020-02-14 00:00:00+00:00,2020-02
Thailand,1.0,2020,2,15,1,2020-02-15 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,16,1,2020-02-16 00:00:00+00:00,2020-02
Thailand,1.0,2020,2,17,1,2020-02-17 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,18,1,2020-02-18 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,19,1,2020-02-19 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,20,1,2020-02-20 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,21,1,2020-02-21 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,22,1,2020-02-22 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,23,1,2020-02-23 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,24,1,2020-02-24 00:00:00+00:00,2020-02
Thailand,2.0,2020,2,25,1,2020-02-25 00:00:00+00:00,2020-02
Thailand,3.0,2020,2,26,1,2020-02-26 00:00:00+00:00,2020-02
Thailand,0.0,2020,2,27,1,2020-02-27 00:00:00+00:00,2020-02
Thailand,1.0,2020,2,28,1,2020-02-28 00:00:00+00:00,2020-02
Thailand,1.0,2020,2,29,1,2020-02-29 00:00:00+00:00,2020-02
Thailand,0.0,2020,3,1,1,2020-03-01 00:00:00+00:00,2020-03
Thailand,1.0,2020,3,2,1,2020-03-02 00:00:00+00:00,2020-03
Thailand,0.0,2020,3,3,1,2020-03-03 00:00:00+00:00,2020-03
Thailand,0.0,2020,3,4,1,2020-03-04 00:00:00+00:00,2020-03
Thailand,4.0,2020,3,5,1,2020-03-05 00:00:00+00:00,2020-03
Thailand,1.0,2020,3,6,1,2020-03-06 00:00:00+00:00,2020-03
Thailand,2.0,2020,3,7,1,2020-03-07 00:00:00+00:00,2020-03
Thailand,0.0,2020,3,8,1,2020-03-08 00:00:00+00:00,2020-03
Thailand,0.0,2020,3,9,1,2020-03-09 00:00:00+00:00,2020-03
Thailand,3.0,2020,3,10,1,2020-03-10 00:00:00+00:00,2020-03
Thailand,6.0,2020,3,11,1,2020-03-11 00:00:00+00:00,2020-03
Thailand,11.0,2020,3,12,1,2020-03-12 00:00:00+00:00,2020-03
Thailand,5.0,2020,3,13,1,2020-03-13 00:00:00+00:00,2020-03
Thailand,7.0,2020,3,14,1,2020-03-14 00:00:00+00:00,2020-03
Thailand,32.0,2020,3,15,1,2020-03-15 00:00:00+00:00,2020-03
Thailand,33.0,2020,3,16,1,2020-03-16 00:00:00+00:00,2020-03
Thailand,30.0,2020,3,17,1,2020-03-17 00:00:00+00:00,2020-03
Thailand,35.0,2020,3,18,1,2020-03-18 00:00:00+00:00,2020-03
Thailand,60.0,2020,3,19,1,2020-03-19 00:00:00+00:00,2020-03
Thailand,50.0,2020,3,20,1,2020-03-20 00:00:00+00:00,2020-03
Thailand,89.0,2020,3,21,1,2020-03-21 00:00:00+00:00,2020-03
Thailand,188.0,2020,3,22,1,2020-03-22 00:00:00+00:00,2020-03
Thailand,122.0,2020,3,23,1,2020-03-23 00:00:00+00:00,2020-03
Thailand,106.0,2020,3,24,1,2020-03-24 00:00:00+00:00,2020-03
Thailand,107.0,2020,3,25,1,2020-03-25 00:00:00+00:00,2020-03
Thailand,111.0,2020,3,26,1,2020-03-26 00:00:00+00:00,2020-03
Thailand,91.0,2020,3,27,1,2020-03-27 00:00:00+00:00,2020-03
Thailand,109.0,2020,3,28,1,2020-03-28 00:00:00+00:00,2020-03
Thailand,143.0,2020,3,29,1,2020-03-29 00:00:00+00:00,2020-03
Thailand,136.0,2020,3,30,1,2020-03-30 00:00:00+00:00,2020-03
Thailand,127.0,2020,3,31,1,2020-03-31 00:00:00+00:00,2020-03
Thailand,120.0,2020,4,1,2,2020-04-01 00:00:00+00:00,2020-04
Thailand,104.0,2020,4,2,2,2020-04-02 00:00:00+00:00,2020-04
Thailand,103.0,2020,4,3,2,2020-04-03 00:00:00+00:00,2020-04
Thailand,89.0,2020,4,4,2,2020-04-04 00:00:00+00:00,2020-04
Thailand,102.0,2020,4,5,2,2020-04-05 00:00:00+00:00,2020-04
Thailand,51.0,2020,4,6,2,2020-04-06 00:00:00+00:00,2020-04
Thailand,38.0,2020,4,7,2,2020-04-07 00:00:00+00:00,2020-04
Thailand,111.0,2020,4,8,2,2020-04-08 00:00:00+00:00,2020-04
Thailand,54.0,2020,4,9,2,2020-04-09 00:00:00+00:00,2020-04
Thailand,50.0,2020,4,10,2,2020-04-10 00:00:00+00:00,2020-04
Thailand,45.0,2020,4,11,2,2020-04-11 00:00:00+00:00,2020-04
Thailand,33.0,2020,4,12,2,2020-04-12 00:00:00+00:00,2020-04
Thailand,28.0,2020,4,13,2,2020-04-13 00:00:00+00:00,2020-04
Thailand,34.0,2020,4,14,2,2020-04-14 00:00:00+00:00,2020-04
Thailand,30.0,2020,4,15,2,2020-04-15 00:00:00+00:00,2020-04
Thailand,29.0,2020,4,16,2,2020-04-16 00:00:00+00:00,2020-04
Thailand,28.0,2020,4,17,2,2020-04-17 00:00:00+00:00,2020-04
Thailand,33.0,2020,4,18,2,2020-04-18 00:00:00+00:00,2020-04
Thailand,32.0,2020,4,19,2,2020-04-19 00:00:00+00:00,2020-04
Thailand,27.0,2020,4,20,2,2020-04-20 00:00:00+00:00,2020-04
Thailand,19.0,2020,4,21,2,2020-04-21 00:00:00+00:00,2020-04
Thailand,15.0,2020,4,22,2,2020-04-22 00:00:00+00:00,2020-04
Thailand,13.0,2020,4,23,2,2020-04-23 00:00:00+00:00,2020-04
Thailand,15.0,2020,4,24,2,2020-04-24 00:00:00+00:00,2020-04
Thailand,53.0,2020,4,25,2,2020-04-25 00:00:00+00:00,2020-04
Thailand,15.0,2020,4,26,2,2020-04-26 00:00:00+00:00,2020-04
Thailand,9.0,2020,4,27,2,2020-04-27 00:00:00+00:00,2020-04
Thailand,7.0,2020,4,28,2,2020-04-28 00:00:00+00:00,2020-04
Thailand,9.0,2020,4,29,2,2020-04-29 00:00:00+00:00,2020-04
Thailand,7.0,2020,4,30,2,2020-04-30 00:00:00+00:00,2020-04
Thailand,6.0,2020,5,1,2,2020-05-01 00:00:00+00:00,2020-05
Thailand,6.0,2020,5,2,2,2020-05-02 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,3,2,2020-05-03 00:00:00+00:00,2020-05
Thailand,18.0,2020,5,4,2,2020-05-04 00:00:00+00:00,2020-05
Thailand,1.0,2020,5,5,2,2020-05-05 00:00:00+00:00,2020-05
Thailand,1.0,2020,5,6,2,2020-05-06 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,7,2,2020-05-07 00:00:00+00:00,2020-05
Thailand,8.0,2020,5,8,2,2020-05-08 00:00:00+00:00,2020-05
Thailand,4.0,2020,5,9,2,2020-05-09 00:00:00+00:00,2020-05
Thailand,5.0,2020,5,10,2,2020-05-10 00:00:00+00:00,2020-05
Thailand,6.0,2020,5,11,2,2020-05-11 00:00:00+00:00,2020-05
Thailand,2.0,2020,5,12,2,2020-05-12 00:00:00+00:00,2020-05
Thailand,0.0,2020,5,13,2,2020-05-13 00:00:00+00:00,2020-05
Thailand,1.0,2020,5,14,2,2020-05-14 00:00:00+00:00,2020-05
Thailand,7.0,2020,5,15,2,2020-05-15 00:00:00+00:00,2020-05
Thailand,0.0,2020,5,16,2,2020-05-16 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,17,2,2020-05-17 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,18,2,2020-05-18 00:00:00+00:00,2020-05
Thailand,2.0,2020,5,19,2,2020-05-19 00:00:00+00:00,2020-05
Thailand,1.0,2020,5,20,2,2020-05-20 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,21,2,2020-05-21 00:00:00+00:00,2020-05
Thailand,0.0,2020,5,22,2,2020-05-22 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,23,2,2020-05-23 00:00:00+00:00,2020-05
Thailand,0.0,2020,5,24,2,2020-05-24 00:00:00+00:00,2020-05
Thailand,2.0,2020,5,25,2,2020-05-25 00:00:00+00:00,2020-05
Thailand,3.0,2020,5,26,2,2020-05-26 00:00:00+00:00,2020-05
Thailand,9.0,2020,5,27,2,2020-05-27 00:00:00+00:00,2020-05
Thailand,11.0,2020,5,28,2,2020-05-28 00:00:00+00:00,2020-05
Thailand,11.0,2020,5,29,2,2020-05-29 00:00:00+00:00,2020-05
Thailand,1.0,2020,5,30,2,2020-05-30 00:00:00+00:00,2020-05
Thailand,4.0,2020,5,31,2,2020-05-31 00:00:00+00:00,2020-05
Thailand,1.0,2020,6,1,2,2020-06-01 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,2,2,2020-06-02 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,3,2,2020-06-03 00:00:00+00:00,2020-06
Thailand,17.0,2020,6,4,2,2020-06-04 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,5,2,2020-06-05 00:00:00+00:00,2020-06
Thailand,2.0,2020,6,6,2,2020-06-06 00:00:00+00:00,2020-06
Thailand,8.0,2020,6,7,2,2020-06-07 00:00:00+00:00,2020-06
Thailand,7.0,2020,6,8,2,2020-06-08 00:00:00+00:00,2020-06
Thailand,2.0,2020,6,9,2,2020-06-09 00:00:00+00:00,2020-06
Thailand,4.0,2020,6,10,2,2020-06-10 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,11,2,2020-06-11 00:00:00+00:00,2020-06
Thailand,4.0,2020,6,12,2,2020-06-12 00:00:00+00:00,2020-06
Thailand,5.0,2020,6,13,2,2020-06-13 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,14,2,2020-06-14 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,15,2,2020-06-15 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,16,2,2020-06-16 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,17,2,2020-06-17 00:00:00+00:00,2020-06
Thailand,6.0,2020,6,18,2,2020-06-18 00:00:00+00:00,2020-06
Thailand,5.0,2020,6,19,2,2020-06-19 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,20,2,2020-06-20 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,21,2,2020-06-21 00:00:00+00:00,2020-06
Thailand,3.0,2020,6,22,2,2020-06-22 00:00:00+00:00,2020-06
Thailand,5.0,2020,6,23,2,2020-06-23 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,24,2,2020-06-24 00:00:00+00:00,2020-06
Thailand,1.0,2020,6,25,2,2020-06-25 00:00:00+00:00,2020-06
Thailand,4.0,2020,6,26,2,2020-06-26 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,27,2,2020-06-27 00:00:00+00:00,2020-06
Thailand,0.0,2020,6,28,2,2020-06-28 00:00:00+00:00,2020-06
Thailand,7.0,2020,6,29,2,2020-06-29 00:00:00+00:00,2020-06
Thailand,2.0,2020,6,30,2,2020-06-30 00:00:00+00:00,2020-06
Thailand,2.0,2020,7,1,3,2020-07-01 00:00:00+00:00,2020-07
Thailand,6.0,2020,7,2,3,2020-07-02 00:00:00+00:00,2020-07
Thailand,1.0,2020,7,3,3,2020-07-03 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,4,3,2020-07-04 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,5,3,2020-07-05 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,6,3,2020-07-06 00:00:00+00:00,2020-07
Thailand,0.0,2020,7,7,3,2020-07-07 00:00:00+00:00,2020-07
Thailand,2.0,2020,7,8,3,2020-07-08 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,9,3,2020-07-09 00:00:00+00:00,2020-07
Thailand,0.0,2020,7,10,3,2020-07-10 00:00:00+00:00,2020-07
Thailand,14.0,2020,7,11,3,2020-07-11 00:00:00+00:00,2020-07
Thailand,1.0,2020,7,12,3,2020-07-12 00:00:00+00:00,2020-07
Thailand,3.0,2020,7,13,3,2020-07-13 00:00:00+00:00,2020-07
Thailand,7.0,2020,7,14,3,2020-07-14 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,15,3,2020-07-15 00:00:00+00:00,2020-07
Thailand,4.0,2020,7,16,3,2020-07-16 00:00:00+00:00,2020-07
Thailand,3.0,2020,7,17,3,2020-07-17 00:00:00+00:00,2020-07
Thailand,7.0,2020,7,18,3,2020-07-18 00:00:00+00:00,2020-07
Thailand,3.0,2020,7,19,3,2020-07-19 00:00:00+00:00,2020-07
Thailand,1.0,2020,7,20,3,2020-07-20 00:00:00+00:00,2020-07
Thailand,5.0,2020,7,21,3,2020-07-21 00:00:00+00:00,2020-07
Thailand,-2.0,2020,7,22,3,2020-07-22 00:00:00+00:00,2020-07
Thailand,16.0,2020,7,23,3,2020-07-23 00:00:00+00:00,2020-07
Thailand,10.0,2020,7,24,3,2020-07-24 00:00:00+00:00,2020-07
Thailand,3.0,2020,7,25,3,2020-07-25 00:00:00+00:00,2020-07
Thailand,9.0,2020,7,26,3,2020-07-26 00:00:00+00:00,2020-07
Thailand,4.0,2020,7,27,3,2020-07-27 00:00:00+00:00,2020-07
Thailand,2.0,2020,7,28,3,2020-07-28 00:00:00+00:00,2020-07
Thailand,1.0,2020,7,29,3,2020-07-29 00:00:00+00:00,2020-07
Thailand,6.0,2020,7,30,3,2020-07-30 00:00:00+00:00,2020-07
